task,robot,rep,bucket,state,dist,outcome,duration_s
place_kiwi_fruit,xarm7,26,SUCCESS,完成状态: 10/10,0.007,passed,5.552
place_kiwi_fruit,xarm7,27,SUCCESS,完成状态: 10/10,0.0068,passed,5.634
place_kiwi_fruit,xarm7,28,SUCCESS,完成状态: 10/10,0.0042,passed,5.316
place_kiwi_fruit,xarm7,29,SUCCESS,完成状态: 10/10,0.0055,passed,5.238
place_kiwi_fruit,xarm7,30,SUCCESS,完成状态: 10/10,0.0173,passed,5.446
place_kiwi_fruit,xarm7,31,SUCCESS,完成状态: 10/10,0.0052,passed,5.546
place_kiwi_fruit,xarm7,32,BUCKET2_判据失败,10/10,0.0155,passed,5.308
place_kiwi_fruit,xarm7,33,SUCCESS,完成状态: 10/10,0.0023,passed,5.094
place_kiwi_fruit,xarm7,34,SUCCESS,完成状态: 10/10,0.0042,passed,5.127
place_kiwi_fruit,xarm7,35,SUCCESS,完成状态: 10/10,0.0061,passed,5.397
place_kiwi_fruit,xarm7,36,SUCCESS,完成状态: 10/10,0.0026,passed,5.415
place_kiwi_fruit,xarm7,37,BUCKET2_判据失败,10/10,0.1243,passed,5.006
place_kiwi_fruit,xarm7,38,BUCKET2_判据失败,10/10,0.0343,passed,5.016
place_kiwi_fruit,xarm7,39,SUCCESS,完成状态: 10/10,0.0034,passed,5.598
place_kiwi_fruit,xarm7,40,BUCKET2_判据失败,10/10,0.1274,passed,5.426
place_kiwi_fruit,xarm7,41,SUCCESS,完成状态: 10/10,0.0035,passed,5.412
place_kiwi_fruit,xarm7,42,SUCCESS,完成状态: 10/10,0.0045,passed,5.281
place_kiwi_fruit,xarm7,43,SUCCESS,完成状态: 10/10,0.0059,passed,5.389
place_kiwi_fruit,xarm7,44,SUCCESS,完成状态: 10/10,0.0062,passed,5.219
place_kiwi_fruit,xarm7,45,BUCKET2_判据失败,10/10,0.1006,passed,5.407
place_kiwi_fruit,xarm7,46,SUCCESS,完成状态: 10/10,0.0048,passed,5.525
place_kiwi_fruit,xarm7,47,SUCCESS,完成状态: 10/10,0.0067,passed,5.238
place_kiwi_fruit,xarm7,48,SUCCESS,完成状态: 10/10,0.0068,passed,5.499
place_kiwi_fruit,xarm7,49,SUCCESS,完成状态: 10/10,0.0005,passed,4.752
place_kiwi_fruit,xarm7,50,SUCCESS,完成状态: 10/10,0.0089,passed,5.114
stack_block,airbot_play,1,SUCCESS,完成状态: 18/18,0.0026,passed,5.121
stack_block,airbot_play,2,BUCKET2_判据失败,18/18,0.0453,passed,5.115
stack_block,airbot_play,3,BUCKET2_判据失败,18/18,0.0438,passed,5.085
stack_block,airbot_play,4,BUCKET1_早期IK失败,1/18,,passed,4.552
stack_block,airbot_play,5,BUCKET2_判据失败,18/18,0.0338,passed,4.747
stack_block,airbot_play,6,BUCKET2_判据失败,18/18,0.2494,passed,4.835
stack_block,airbot_play,7,SUCCESS,完成状态: 18/18,0.0021,passed,4.613
stack_block,airbot_play,8,BUCKET2_判据失败,18/18,0.033,passed,4.462
stack_block,airbot_play,9,SUCCESS,完成状态: 18/18,0.0045,passed,4.46
stack_block,airbot_play,10,BUCKET2_判据失败,18/18,0.0203,passed,4.66
stack_block,airbot_play,11,SUCCESS,完成状态: 18/18,0.0029,passed,3.969
stack_block,airbot_play,12,BUCKET2_判据失败,18/18,0.0403,passed,4.456
stack_block,airbot_play,13,SUCCESS,完成状态: 18/18,0.0113,passed,4.464
stack_block,airbot_play,14,BUCKET2_判据失败,18/18,0.3829,passed,4.69
stack_block,airbot_play,15,SUCCESS,完成状态: 18/18,0.004,passed,4.649
stack_block,airbot_play,16,BUCKET2_判据失败,18/18,0.3712,passed,4.557
stack_block,airbot_play,17,SUCCESS,完成状态: 18/18,0.0053,passed,4.746
stack_block,airbot_play,18,BUCKET2_判据失败,18/18,0.0078,passed,4.325
stack_block,airbot_play,19,BUCKET2_判据失败,18/18,0.2669,passed,4.512
stack_block,airbot_play,20,BUCKET2_判据失败,18/18,0.0431,passed,4.483
stack_block,airbot_play,21,BUCKET2_判据失败,18/18,0.0225,passed,4.255
stack_block,airbot_play,22,BUCKET2_判据失败,18/18,0.0519,passed,3.945
stack_block,airbot_play,23,BUCKET2_判据失败,18/18,0.128,passed,4.174
stack_block,airbot_play,24,BUCKET2_判据失败,18/18,0.0068,passed,4.549
stack_block,airbot_play,25,BUCKET2_判据失败,18/18,0.2003,passed,4.577
stack_block,airbot_play,26,SUCCESS,完成状态: 18/18,0.0156,passed,4.722
stack_block,airbot_play,27,SUCCESS,完成状态: 18/18,0.0046,passed,5.033
stack_block,airbot_play,28,BUCKET2_判据失败,18/18,0.0349,passed,5.032
stack_block,airbot_play,29,SUCCESS,完成状态: 18/18,0.0026,passed,5.094
stack_block,airbot_play,30,BUCKET2_判据失败,18/18,0.0161,passed,4.937
stack_block,airbot_play,31,BUCKET2_判据失败,18/18,0.0334,passed,4.763
stack_block,airbot_play,32,BUCKET2_判据失败,18/18,0.0135,passed,4.743
stack_block,airbot_play,33,BUCKET2_判据失败,18/18,0.0077,passed,4.833
stack_block,airbot_play,34,BUCKET2_判据失败,18/18,0.003,passed,4.636
stack_block,airbot_play,35,BUCKET2_判据失败,18/18,0.0464,passed,4.493
stack_block,airbot_play,36,BUCKET1_早期IK失败,10/18,,passed,4.471
stack_block,airbot_play,37,SUCCESS,完成状态: 18/18,0.0071,passed,4.481
stack_block,airbot_play,38,BUCKET2_判据失败,18/18,0.0023,passed,4.061
stack_block,airbot_play,39,SUCCESS,完成状态: 18/18,0.0048,passed,4.446
stack_block,airbot_play,40,BUCKET2_判据失败,18/18,0.0363,passed,4.463
stack_block,airbot_play,41,BUCKET2_判据失败,18/18,0.2748,passed,4.548
stack_block,airbot_play,42,SUCCESS,完成状态: 18/18,0.0107,passed,4.61
stack_block,airbot_play,43,BUCKET2_判据失败,18/18,0.0544,passed,4.572
stack_block,airbot_play,44,BUCKET2_判据失败,18/18,0.0214,passed,4.545
stack_block,airbot_play,45,BUCKET2_判据失败,18/18,0.0583,passed,4.582
stack_block,airbot_play,46,BUCKET1_早期IK失败,6/18,,passed,4.42
stack_block,airbot_play,47,SUCCESS,完成状态: 18/18,0.006,passed,4.413
stack_block,airbot_play,48,BUCKET1_早期IK失败,1/18,,passed,4.098
stack_block,airbot_play,49,BUCKET2_判据失败,18/18,0.0066,passed,4.059
stack_block,airbot_play,50,BUCKET1_早期IK失败,1/18,,passed,4.038
stack_block,arx_l5,1,BUCKET2_判据失败,18/18,0.1347,passed,4.675
stack_block,arx_l5,2,BUCKET2_判据失败,18/18,0.0441,passed,4.61
stack_block,arx_l5,3,BUCKET2_判据失败,18/18,0.37,passed,4.826
stack_block,arx_l5,4,BUCKET2_判据失败,18/18,0.0685,passed,4.503
stack_block,arx_l5,5,BUCKET2_判据失败,18/18,0.2248,passed,4.344
stack_block,arx_l5,6,BUCKET2_判据失败,18/18,0.0448,passed,4.313
stack_block,arx_l5,7,BUCKET2_判据失败,18/18,0.0497,passed,4.649
stack_block,arx_l5,8,BUCKET2_判据失败,18/18,0.0979,passed,4.405
stack_block,arx_l5,9,BUCKET2_判据失败,18/18,0.0692,passed,4.229
stack_block,arx_l5,10,BUCKET2_判据失败,18/18,0.0723,passed,3.967
stack_block,arx_l5,11,BUCKET2_判据失败,18/18,0.1411,passed,4.469
stack_block,arx_l5,12,BUCKET2_判据失败,18/18,0.0506,passed,4.576
stack_block,arx_l5,13,BUCKET2_判据失败,18/18,0.0627,passed,4.507
stack_block,arx_l5,14,BUCKET2_判据失败,18/18,0.0923,passed,4.592
stack_block,arx_l5,15,BUCKET2_判据失败,18/18,0.2307,passed,4.497
stack_block,arx_l5,16,BUCKET2_判据失败,18/18,0.0446,passed,4.548
stack_block,arx_l5,17,BUCKET2_判据失败,18/18,0.0433,passed,4.609
stack_block,arx_l5,18,BUCKET2_判据失败,18/18,0.2498,passed,4.392
stack_block,arx_l5,19,BUCKET2_判据失败,18/18,0.0645,passed,4.466
stack_block,arx_l5,20,BUCKET2_判据失败,18/18,0.0695,passed,4.079
stack_block,arx_l5,21,BUCKET2_判据失败,18/18,0.0888,passed,3.85
stack_block,arx_l5,22,BUCKET1_早期IK失败,14/18,,passed,4.606
stack_block,arx_l5,23,BUCKET2_判据失败,18/18,0.1196,passed,4.483
stack_block,arx_l5,24,BUCKET2_判据失败,18/18,0.1336,passed,4.541
stack_block,arx_l5,25,BUCKET2_判据失败,18/18,0.2694,passed,4.777
stack_block,arx_l5,26,BUCKET2_判据失败,18/18,0.0622,passed,4.857
stack_block,arx_l5,27,BUCKET2_判据失败,18/18,0.0391,passed,4.676
stack_block,arx_l5,28,BUCKET2_判据失败,18/18,0.0498,passed,4.457
stack_block,arx_l5,29,BUCKET2_判据失败,18/18,0.0558,passed,4.506
stack_block,arx_l5,30,BUCKET2_判据失败,18/18,0.0354,passed,4.614
stack_block,arx_l5,31,BUCKET2_判据失败,18/18,0.0898,passed,4.381
stack_block,arx_l5,32,BUCKET2_判据失败,18/18,0.1505,passed,4.371
stack_block,arx_l5,33,BUCKET2_判据失败,18/18,0.0532,passed,4.024
stack_block,arx_l5,34,BUCKET2_判据失败,18/18,0.0697,passed,4.309
stack_block,arx_l5,35,BUCKET2_判据失败,18/18,0.1477,passed,4.602
stack_block,arx_l5,36,BUCKET2_判据失败,18/18,0.0732,passed,4.486
stack_block,arx_l5,37,BUCKET2_判据失败,18/18,0.0331,passed,4.681
stack_block,arx_l5,38,BUCKET2_判据失败,18/18,0.2657,passed,4.545
stack_block,arx_l5,39,BUCKET2_判据失败,18/18,0.0557,passed,4.647
stack_block,arx_l5,40,BUCKET2_判据失败,18/18,0.0375,passed,4.496
stack_block,arx_l5,41,BUCKET2_判据失败,18/18,0.3303,passed,4.461
stack_block,arx_l5,42,BUCKET2_判据失败,18/18,0.0447,passed,4.493
stack_block,arx_l5,43,BUCKET2_判据失败,18/18,0.0836,passed,3.996
stack_block,arx_l5,44,BUCKET2_判据失败,18/18,0.1596,passed,3.99
stack_block,arx_l5,45,BUCKET2_判据失败,18/18,0.1552,passed,4.143
stack_block,arx_l5,46,BUCKET2_判据失败,18/18,0.1872,passed,4.556
stack_block,arx_l5,47,BUCKET2_判据失败,18/18,0.0497,passed,4.859
stack_block,arx_l5,48,BUCKET2_判据失败,18/18,0.1095,passed,4.584
stack_block,arx_l5,49,BUCKET2_判据失败,18/18,0.0404,passed,4.462
stack_block,arx_l5,50,BUCKET2_判据失败,18/18,0.072,passed,4.666
stack_block,arx_x5,1,SUCCESS,完成状态: 18/18,0.0059,passed,4.872
stack_block,arx_x5,2,SUCCESS,完成状态: 18/18,0.0043,passed,4.596
stack_block,arx_x5,3,SUCCESS,完成状态: 18/18,0.0087,passed,4.388
stack_block,arx_x5,4,SUCCESS,完成状态: 18/18,0.004,passed,4.143
stack_block,arx_x5,5,SUCCESS,完成状态: 18/18,0.0053,passed,4.124
stack_block,arx_x5,6,SUCCESS,完成状态: 18/18,0.0066,passed,4.34
stack_block,arx_x5,7,SUCCESS,完成状态: 18/18,0.0082,passed,4.611
stack_block,arx_x5,8,SUCCESS,完成状态: 18/18,0.009,passed,4.712
stack_block,arx_x5,9,SUCCESS,完成状态: 18/18,0.0076,passed,4.752
stack_block,arx_x5,10,SUCCESS,完成状态: 18/18,0.007,passed,4.454
stack_block,arx_x5,11,SUCCESS,完成状态: 18/18,0.0048,passed,4.591
stack_block,arx_x5,12,SUCCESS,完成状态: 18/18,0.0099,passed,4.645
stack_block,arx_x5,13,SUCCESS,完成状态: 18/18,0.0094,passed,4.591
stack_block,arx_x5,14,SUCCESS,完成状态: 18/18,0.0055,passed,4.028
stack_block,arx_x5,15,SUCCESS,完成状态: 18/18,0.0097,passed,4.022
stack_block,arx_x5,16,SUCCESS,完成状态: 18/18,0.0031,passed,4.01
stack_block,arx_x5,17,SUCCESS,完成状态: 18/18,0.0097,passed,4.417
stack_block,arx_x5,18,SUCCESS,完成状态: 18/18,0.0036,passed,4.457
stack_block,arx_x5,19,SUCCESS,完成状态: 18/18,0.0074,passed,4.408
stack_block,arx_x5,20,SUCCESS,完成状态: 18/18,0.0025,passed,4.459
stack_block,arx_x5,21,SUCCESS,完成状态: 18/18,0.0107,passed,4.79
stack_block,arx_x5,22,SUCCESS,完成状态: 18/18,0.0099,passed,4.485
stack_block,arx_x5,23,SUCCESS,完成状态: 18/18,0.019,passed,4.231
stack_block,arx_x5,24,SUCCESS,完成状态: 18/18,0.0099,passed,4.583
stack_block,arx_x5,25,SUCCESS,完成状态: 18/18,0.0083,passed,4.139
stack_block,arx_x5,26,SUCCESS,完成状态: 18/18,0.0066,passed,4.37
stack_block,arx_x5,27,SUCCESS,完成状态: 18/18,0.0072,passed,4.479
stack_block,arx_x5,28,BUCKET2_判据失败,18/18,0.0251,passed,4.777
stack_block,arx_x5,29,SUCCESS,完成状态: 18/18,0.0069,passed,4.524
stack_block,arx_x5,30,BUCKET2_判据失败,18/18,0.0343,passed,4.567
stack_block,arx_x5,31,SUCCESS,完成状态: 18/18,0.0016,passed,4.459
stack_block,arx_x5,32,SUCCESS,完成状态: 18/18,0.0075,passed,4.377
stack_block,arx_x5,33,BUCKET2_判据失败,18/18,0.0299,passed,4.03
stack_block,arx_x5,34,SUCCESS,完成状态: 18/18,0.0055,passed,3.876
stack_block,arx_x5,35,SUCCESS,完成状态: 18/18,0.0089,passed,4.301
stack_block,arx_x5,36,SUCCESS,完成状态: 18/18,0.0131,passed,4.706
stack_block,arx_x5,37,BUCKET2_判据失败,18/18,0.0235,passed,4.819
stack_block,arx_x5,38,SUCCESS,完成状态: 18/18,0.012,passed,4.883
stack_block,arx_x5,39,SUCCESS,完成状态: 18/18,0.0058,passed,4.796
stack_block,arx_x5,40,SUCCESS,完成状态: 18/18,0.0074,passed,4.611
stack_block,arx_x5,41,SUCCESS,完成状态: 18/18,0.0129,passed,4.402
stack_block,arx_x5,42,SUCCESS,完成状态: 18/18,0.0096,passed,4.598
stack_block,arx_x5,43,SUCCESS,完成状态: 18/18,0.0064,passed,4.759
stack_block,arx_x5,44,SUCCESS,完成状态: 18/18,0.004,passed,4.821
stack_block,arx_x5,45,SUCCESS,完成状态: 18/18,0.0004,passed,4.84
stack_block,arx_x5,46,BUCKET2_判据失败,18/18,0.0258,passed,4.635
stack_block,arx_x5,47,BUCKET2_判据失败,18/18,0.0295,passed,4.872
stack_block,arx_x5,48,SUCCESS,完成状态: 18/18,0.008,passed,4.553
stack_block,arx_x5,49,SUCCESS,完成状态: 18/18,0.0078,passed,4.519
stack_block,arx_x5,50,SUCCESS,完成状态: 18/18,0.0066,passed,4.581
stack_block,iiwa14,1,BUCKET2_判据失败,18/18,0.1032,passed,4.037
stack_block,iiwa14,2,BUCKET2_判据失败,18/18,0.3519,passed,3.754
stack_block,iiwa14,3,BUCKET2_判据失败,18/18,0.0094,passed,4.159
stack_block,iiwa14,4,BUCKET2_判据失败,18/18,0.3389,passed,4.645
stack_block,iiwa14,5,BUCKET2_判据失败,18/18,0.0353,passed,4.608
stack_block,iiwa14,6,BUCKET2_判据失败,18/18,0.0345,passed,4.552
stack_block,iiwa14,7,BUCKET2_判据失败,18/18,0.2854,passed,4.686
stack_block,iiwa14,8,BUCKET2_判据失败,18/18,0.0105,passed,4.743
stack_block,iiwa14,9,BUCKET2_判据失败,18/18,0.0135,passed,4.763
stack_block,iiwa14,10,BUCKET2_判据失败,18/18,0.0429,passed,4.649
stack_block,iiwa14,11,BUCKET2_判据失败,18/18,0.3355,passed,4.764
stack_block,iiwa14,12,SUCCESS,完成状态: 18/18,0.0081,passed,4.657
stack_block,iiwa14,13,BUCKET2_判据失败,18/18,0.237,passed,4.691
stack_block,iiwa14,14,SUCCESS,完成状态: 18/18,0.0132,passed,4.672
stack_block,iiwa14,15,BUCKET2_判据失败,18/18,0.277,passed,4.672
stack_block,iiwa14,16,SUCCESS,完成状态: 18/18,0.0099,passed,4.742
stack_block,iiwa14,17,BUCKET2_判据失败,18/18,0.2048,passed,4.421
stack_block,iiwa14,18,BUCKET2_判据失败,18/18,0.011,passed,4.768
stack_block,iiwa14,19,BUCKET2_判据失败,18/18,0.321,passed,5.032
stack_block,iiwa14,20,BUCKET2_判据失败,18/18,0.341,passed,5.259
stack_block,iiwa14,21,BUCKET2_判据失败,18/18,0.2341,passed,5.114
stack_block,iiwa14,22,BUCKET2_判据失败,18/18,0.2774,passed,4.596
stack_block,iiwa14,23,BUCKET2_判据失败,18/18,0.2557,passed,4.785
stack_block,iiwa14,24,BUCKET2_判据失败,18/18,0.0371,passed,4.627
stack_block,iiwa14,25,BUCKET2_判据失败,18/18,0.3833,passed,4.776
stack_block,iiwa14,26,BUCKET2_判据失败,18/18,0.2091,passed,4.645
stack_block,iiwa14,27,BUCKET2_判据失败,18/18,0.1108,passed,4.836
stack_block,iiwa14,28,BUCKET2_判据失败,18/18,0.0112,passed,4.66
stack_block,iiwa14,29,BUCKET2_判据失败,18/18,0.205,passed,4.584
stack_block,iiwa14,30,BUCKET2_判据失败,18/18,0.3374,passed,4.712
stack_block,iiwa14,31,BUCKET2_判据失败,18/18,0.0352,passed,4.895
stack_block,iiwa14,32,BUCKET2_判据失败,18/18,0.1205,passed,4.432
stack_block,iiwa14,33,BUCKET2_判据失败,18/18,0.0111,passed,4.408
stack_block,iiwa14,34,BUCKET2_判据失败,18/18,0.2555,passed,4.732
stack_block,iiwa14,35,BUCKET2_判据失败,18/18,0.1569,passed,5.107
stack_block,iiwa14,36,SUCCESS,完成状态: 18/18,0.0148,passed,4.989
stack_block,iiwa14,37,BUCKET2_判据失败,18/18,0.0043,passed,5.211
stack_block,iiwa14,38,BUCKET2_判据失败,18/18,0.0349,passed,4.555
stack_block,iiwa14,39,BUCKET2_判据失败,18/18,0.0091,passed,4.648
stack_block,iiwa14,40,BUCKET2_判据失败,18/18,0.245,passed,4.692
stack_block,iiwa14,41,BUCKET2_判据失败,18/18,0.0122,passed,4.568
stack_block,iiwa14,42,BUCKET2_判据失败,18/18,0.2532,passed,4.671
stack_block,iiwa14,43,BUCKET2_判据失败,18/18,0.1646,passed,4.568
stack_block,iiwa14,44,BUCKET2_判据失败,18/18,0.0313,passed,4.683
stack_block,iiwa14,45,BUCKET2_判据失败,18/18,0.5146,passed,4.734
stack_block,iiwa14,46,BUCKET1_早期IK失败,14/18,,passed,5.503
stack_block,iiwa14,47,BUCKET2_判据失败,18/18,0.4566,passed,4.371
stack_block,iiwa14,48,BUCKET2_判据失败,18/18,0.0088,passed,4.562
stack_block,iiwa14,49,BUCKET2_判据失败,18/18,0.2865,passed,4.274
stack_block,iiwa14,50,BUCKET2_判据失败,18/18,0.1175,passed,4.721
stack_block,panda,1,BUCKET1_早期IK失败,0/18,,passed,4.921
stack_block,panda,2,SUCCESS,完成状态: 18/18,0.006,passed,5.04
stack_block,panda,3,SUCCESS,完成状态: 18/18,0.0024,passed,4.381
stack_block,panda,4,SUCCESS,完成状态: 18/18,0.0092,passed,4.715
stack_block,panda,5,SUCCESS,完成状态: 18/18,0.0089,passed,4.644
stack_block,panda,6,BUCKET1_早期IK失败,0/18,,passed,4.44
stack_block,panda,7,SUCCESS,完成状态: 18/18,0.002,passed,4.849
stack_block,panda,8,SUCCESS,完成状态: 18/18,0.0075,passed,4.858
stack_block,panda,9,SUCCESS,完成状态: 18/18,0.0061,passed,4.682
stack_block,panda,10,SUCCESS,完成状态: 18/18,0.0064,passed,4.653
stack_block,panda,11,SUCCESS,完成状态: 18/18,0.0036,passed,4.733
stack_block,panda,12,SUCCESS,完成状态: 18/18,0.0065,passed,4.986
stack_block,panda,13,BUCKET1_早期IK失败,13/18,,passed,4.308
stack_block,panda,14,SUCCESS,完成状态: 18/18,0.0042,passed,4.422
stack_block,panda,15,BUCKET2_判据失败,18/18,0.0344,passed,5.101
stack_block,panda,16,SUCCESS,完成状态: 18/18,0.0014,passed,4.826
stack_block,panda,17,SUCCESS,完成状态: 18/18,0.0069,passed,4.563
stack_block,panda,18,BUCKET1_早期IK失败,9/18,,passed,4.58
stack_block,panda,19,SUCCESS,完成状态: 18/18,0.0041,passed,4.768
stack_block,panda,20,SUCCESS,完成状态: 18/18,0.0072,passed,4.778
stack_block,panda,21,SUCCESS,完成状态: 18/18,0.0057,passed,4.661
stack_block,panda,22,SUCCESS,完成状态: 18/18,0.0064,passed,4.763
stack_block,panda,23,BUCKET1_早期IK失败,0/18,,passed,4.635
stack_block,panda,24,BUCKET2_判据失败,18/18,0.0277,passed,4.731
stack_block,panda,25,SUCCESS,完成状态: 18/18,0.0036,passed,4.598
stack_block,panda,26,SUCCESS,完成状态: 18/18,0.0081,passed,4.871
stack_block,panda,27,BUCKET1_早期IK失败,5/18,,passed,4.455
stack_block,panda,28,SUCCESS,完成状态: 18/18,0.0094,passed,4.323
stack_block,panda,29,SUCCESS,完成状态: 18/18,0.0036,passed,4.752
stack_block,panda,30,SUCCESS,完成状态: 18/18,0.0022,passed,4.893
stack_block,panda,31,SUCCESS,完成状态: 18/18,0.0063,passed,4.72
stack_block,panda,32,SUCCESS,完成状态: 18/18,0.0075,passed,5.076
stack_block,panda,33,SUCCESS,完成状态: 18/18,0.006,passed,4.775
stack_block,panda,34,BUCKET1_早期IK失败,14/18,,passed,4.469
stack_block,panda,35,SUCCESS,完成状态: 18/18,0.0167,passed,4.581
stack_block,panda,36,BUCKET1_早期IK失败,0/18,,passed,4.658
stack_block,panda,37,SUCCESS,完成状态: 18/18,0.0103,passed,4.758
stack_block,panda,38,SUCCESS,完成状态: 18/18,0.0086,passed,4.707
stack_block,panda,39,SUCCESS,完成状态: 18/18,0.0074,passed,4.496
stack_block,panda,40,SUCCESS,完成状态: 18/18,0.0083,passed,4.359
stack_block,panda,41,BUCKET1_早期IK失败,9/18,,passed,4.651
stack_block,panda,42,SUCCESS,完成状态: 18/18,0.004,passed,4.86
stack_block,panda,43,SUCCESS,完成状态: 18/18,0.0104,passed,4.817
stack_block,panda,44,SUCCESS,完成状态: 18/18,0.009,passed,4.725
stack_block,panda,45,SUCCESS,完成状态: 18/18,0.0064,passed,4.685
stack_block,panda,46,BUCKET1_早期IK失败,9/18,,passed,4.762
stack_block,panda,47,SUCCESS,完成状态: 18/18,0.0047,passed,4.608
stack_block,panda,48,SUCCESS,完成状态: 18/18,0.0039,passed,4.766
stack_block,panda,49,SUCCESS,完成状态: 18/18,0.0115,passed,4.585
stack_block,panda,50,SUCCESS,完成状态: 18/18,0.0065,passed,4.835
stack_block,piper,1,BUCKET2_判据失败,18/18,0.0216,passed,5.189
stack_block,piper,2,SUCCESS,完成状态: 18/18,0.007,passed,4.533
stack_block,piper,3,SUCCESS,完成状态: 18/18,0.0129,passed,4.459
stack_block,piper,4,SUCCESS,完成状态: 18/18,0.0047,passed,5.261
stack_block,piper,5,BUCKET2_判据失败,18/18,0.0087,passed,5.36
stack_block,piper,6,BUCKET2_判据失败,18/18,0.0348,passed,5.263
stack_block,piper,7,BUCKET2_判据失败,18/18,0.0421,passed,5.189
stack_block,piper,8,SUCCESS,完成状态: 18/18,0.0023,passed,5.241
stack_block,piper,9,BUCKET2_判据失败,18/18,0.0064,passed,5.067
stack_block,piper,10,BUCKET2_判据失败,18/18,0.0062,passed,5.382
stack_block,piper,11,SUCCESS,完成状态: 18/18,0.0102,passed,5.267
stack_block,piper,12,BUCKET2_判据失败,18/18,0.0361,passed,4.731
stack_block,piper,13,BUCKET2_判据失败,18/18,0.0107,passed,5.371
stack_block,piper,14,SUCCESS,完成状态: 18/18,0.0031,passed,4.798
stack_block,piper,15,BUCKET2_判据失败,18/18,0.0347,passed,5.464
stack_block,piper,16,BUCKET2_判据失败,18/18,0.0512,passed,5.334
stack_block,piper,17,BUCKET2_判据失败,18/18,0.0342,passed,5.075
stack_block,piper,18,BUCKET2_判据失败,18/18,0.0056,passed,5.097
stack_block,piper,19,SUCCESS,完成状态: 18/18,0.0038,passed,5.255
stack_block,piper,20,SUCCESS,完成状态: 18/18,0.0063,passed,5.242
stack_block,piper,21,BUCKET2_判据失败,18/18,0.0359,passed,5.196
stack_block,piper,22,BUCKET2_判据失败,18/18,0.0349,passed,5.283
stack_block,piper,23,SUCCESS,完成状态: 18/18,0.002,passed,4.619
stack_block,piper,24,SUCCESS,完成状态: 18/18,0.0075,passed,4.98
stack_block,piper,25,SUCCESS,完成状态: 18/18,0.0042,passed,4.972
stack_block,piper,26,BUCKET2_判据失败,18/18,0.0478,passed,5.088
stack_block,piper,27,BUCKET2_判据失败,18/18,0.0334,passed,5.149
stack_block,piper,28,BUCKET2_判据失败,18/18,0.0348,passed,5.148
stack_block,piper,29,SUCCESS,完成状态: 18/18,0.0071,passed,5.445
stack_block,piper,30,BUCKET2_判据失败,18/18,0.0405,passed,5.138
stack_block,piper,31,SUCCESS,完成状态: 18/18,0.0062,passed,5.329
stack_block,piper,32,BUCKET2_判据失败,18/18,0.0433,passed,5.124
stack_block,piper,33,BUCKET2_判据失败,18/18,0.0376,passed,4.437
stack_block,piper,34,SUCCESS,完成状态: 18/18,0.0063,passed,5.144
stack_block,piper,35,BUCKET2_判据失败,18/18,0.036,passed,5.328
stack_block,piper,36,BUCKET2_判据失败,18/18,0.0507,passed,5.463
stack_block,piper,37,BUCKET2_判据失败,18/18,0.0346,passed,4.98
stack_block,piper,38,SUCCESS,完成状态: 18/18,0.0084,passed,5.126
stack_block,piper,39,BUCKET2_判据失败,18/18,0.0346,passed,5.098
stack_block,piper,40,SUCCESS,完成状态: 18/18,0.0038,passed,5.183
stack_block,piper,41,BUCKET2_判据失败,18/18,0.0047,passed,5.145
stack_block,piper,42,BUCKET2_判据失败,18/18,0.0404,passed,4.846
stack_block,piper,43,BUCKET2_判据失败,18/18,0.0482,passed,5.227
stack_block,piper,44,BUCKET2_判据失败,18/18,0.0349,passed,5.399
stack_block,piper,45,BUCKET2_判据失败,18/18,0.0501,passed,5.252
stack_block,piper,46,SUCCESS,完成状态: 18/18,0.0058,passed,5.269
stack_block,piper,47,SUCCESS,完成状态: 18/18,0.0096,passed,5.199
stack_block,piper,48,BUCKET2_判据失败,18/18,0.0408,passed,4.875
stack_block,piper,49,SUCCESS,完成状态: 18/18,0.0049,passed,5.003
stack_block,piper,50,SUCCESS,完成状态: 18/18,0.0112,passed,4.686
stack_block,rm65,1,SUCCESS,完成状态: 18/18,0.0024,passed,5.0
stack_block,rm65,2,SUCCESS,完成状态: 18/18,0.0113,passed,5.033
stack_block,rm65,3,BUCKET1_早期IK失败,9/18,,passed,5.107
stack_block,rm65,4,BUCKET1_早期IK失败,14/18,,passed,5.02
stack_block,rm65,5,BUCKET2_判据失败,18/18,0.0386,passed,5.023
stack_block,rm65,6,BUCKET2_判据失败,18/18,0.0354,passed,4.736
stack_block,rm65,7,BUCKET1_早期IK失败,1/18,,passed,3.927
stack_block,rm65,8,BUCKET2_判据失败,18/18,0.0274,passed,4.368
stack_block,rm65,9,BUCKET1_早期IK失败,6/18,,passed,4.641
stack_block,rm65,10,BUCKET1_早期IK失败,14/18,,passed,5.168
stack_block,rm65,11,BUCKET1_早期IK失败,9/18,,passed,5.101
stack_block,rm65,12,BUCKET2_判据失败,18/18,0.034,passed,5.098
stack_block,rm65,13,BUCKET1_早期IK失败,10/18,,passed,4.801
stack_block,rm65,14,BUCKET2_判据失败,18/18,0.0347,passed,5.09
stack_block,rm65,15,SUCCESS,完成状态: 18/18,0.003,passed,4.078
stack_block,rm65,16,BUCKET1_早期IK失败,6/18,,passed,4.126
stack_block,rm65,17,BUCKET2_判据失败,18/18,0.0348,passed,4.941
stack_block,rm65,18,BUCKET1_早期IK失败,14/18,,passed,4.479
stack_block,rm65,19,BUCKET2_判据失败,18/18,0.0364,passed,4.665
